"region.name.achinese","region.name.afrikaans","region.name.albanian","region.name.arabic","region.name.aragonese","region.name.armenian","region.name.avaric","region.name.azerbaijani","region.name.bashkir","region.name.basque","region.name.belarusian","region.name.bosnian","region.name.bulgarian","region.name.catalan","region.name.chechen","region.name.chinese","region.name.chuvash","region.name.croatian","region.name.czech","region.name.danish","region.name.dutch","region.name.eastern.mari","region.name.erzya","region.name.esperanto","region.name.estonian","region.name.finnish","region.name.french","region.name.gagauz","region.name.galician","region.name.georgian","region.name.german","region.name.gothic","region.name.greek","region.name.hakka","region.name.hebrew","region.name.hindi","region.name.hungarian","region.name.icelandic","region.name.indonesian","region.name.irish","region.name.italian","region.name.japanese","region.name.kabardian","region.name.kalmyk","region.name.karachay-balkar","region.name.kazakh","region.name.komi","region.name.korean","region.name.latin","region.name.latvian","region.name.lithuanian","region.name.low.german","region.name.luxembourgish","region.name.macedonian","region.name.malay","region.name.marathi","region.name.mongolian","region.name.northern.sami","region.name.norwegian.bokmål","region.name.norwegian.nynorsk","region.name.ossetic","region.name.pampanga","region.name.persian","region.name.polish","region.name.portuguese","region.name.romanian","region.name.russian","region.name.sakha","region.name.scots","region.name.serbian","region.name.serbo-croatian","region.name.slovak","region.name.slovenian","region.name.spanish","region.name.sundanese","region.name.swedish","region.name.tagalog","region.name.tamil","region.name.tatar","region.name.thai","region.name.turkish","region.name.udmurt","region.name.ukrainian","region.name.urdu","region.name.uyghur","region.name.uzbek","region.name.veps","region.name.vietnamese","region.name.waray","region.name.welsh","region.name.western.punjabi","region.name.беларуская.тарашкевіца‎","region.name.буряад","region.name.молдовеняскэ","region.name.english"
"Oblast Orenburg","Orenburg-oblast",NA,"أورنبرغ أوبلاست",NA,"Օրենբուրգի մարզ",NA,"Orenburq vilayəti","Ырымбур өлкәһе","Orenburg oblasta","Арэнбургская вобласць","Orenburška oblast","Оренбургска област","Província dOrenburg","Оренбурган область","奧倫堡州","Ăренпур облаçĕ","Orenburška oblast","Orenburská oblast","Orenburg oblast","Oblast Orenburg","Орынбор вел","Оренбургонь ёнкс","Orenburga provinco","Orenburgi oblast","Orenburgin alue","Oblast dOrenbourg",NA,NA,"ორენბურგის ოლქი","Oblast Orenburg",NA,"Περιφέρεια Ορενμπούργκ","Orenburg-chû","מחוז אורנבורג","ओरेनबूर्ग ओब्लास्त","Orenburgi terület",NA,"Oblast Orenburg","Cúige Orenburg","Oblast di Orenburg","オレンブルク州",NA,"Оренбурһа төгәлң",NA,"Орынбор облысы","Оренбург обласьт","오렌부르크 주","Regio Orenburgensis","Orenburgas apgabals","Orenburgo sritis",NA,NA,"Оренбуршка област","Wilayah Orenburg","ओरेनबर्ग ओब्लास्त","Оренбург муж","Orenburg oblast","Orenburg oblast","Orenburg oblast","Оренбурджы облæст","Orenburg Oblast","استان ارنبورگ","Obwód orenburski","Oblast de Oremburgo","Regiunea Orenburg","Оренбургская область","Оренбург уобалаһа","Orenburg Oblast","Оренбуршка област","Orenburška oblast","Orenburská oblasť","Orenburška oblast","Óblast de Oremburgo",NA,"Orenburg oblast","Orenburg Oblast",NA,"Ырынбур өлкәсе",NA,"Orenburg Oblastı","Оренбург улос","Оренбурзька область","اورنبرگ اوبلاست",NA,"Orenburg viloyati","Orenburgan agj","Orenburg (tỉnh)","Orenburg Oblast","Oblast Orenburg","اورنبرگ اوبلاست","Арэнбурская вобласьць",NA,NA,"Orenburg_Oblast"
"Oblast Oryol","Orjol-oblast",NA,"أوريول أوبلاست",NA,"Օրյոլի մարզ",NA,"Orlov vilayəti",NA,"Oriol oblasta","Арлоўская вобласць","Orelska oblast","Орловска област","Província dOriol","Орёлан область","奥廖尔州",NA,"Orelska oblast","Orelská oblast","Orjol oblast","Oblast Orjol","Орёл вел","Орёлонь ёнкс","Orjola provinco","Orjoli oblast","Orjolin alue","Oblast dOrel",NA,NA,"ორიოლის ოლქი","Oblast Orjol",NA,"Περιφέρεια Οριόλ","Oryol-chû","מחוז אוריול",NA,"Orjoli terület",NA,"Oblast Oryol","Cúige Oryol","Oblast di Orël","オリョール州","Орол област","Орлова төгәлң",NA,NA,"Орёл обласьт","오룔 주",NA,"Orlas apgabals","Oriolo sritis",NA,NA,"Орловска област","Wilayah Oryol","ओरियोल ओब्लास्त","Орёл муж","Orjol oblast","Orjol oblast","Orjol oblast","Орёлы облæст","Oryol Oblast","استان اریول","Obwód orłowski","Oblast de Oriol","Regiunea Oriol","Орловская область","Орёл уобалаһа","Oryol Oblast","Орловска област","Orelska oblast","Oriolská oblasť","Orjolska oblast","Óblast de Oriol",NA,"Orjol oblast","Oryol Oblast",NA,"Орел өлкәсе",NA,"Oryol Oblastı",NA,"Орловська область","اوریول اوبلاست",NA,"Oryol viloyati",NA,"Oryol (tỉnh)","Oryol Oblast","Oblast Oryol","اوریول اوبلاست","Арлоўская вобласьць",NA,NA,"Oryol_Oblast"
"Oblast Penza","Penza-oblast",NA,"بانزا أوبلاست",NA,"Պենզայի մարզ",NA,"Penza vilayəti",NA,"Penza oblasta","Пензенская вобласць","Penzjanska oblast","Пензенска област","Província de Penza","Пензан область","奔萨州","Пенза облаçĕ","Penzjanska oblast","Penzenská oblast","Pensa oblast","Oblast Penza","Пензе вел","Пенза ёнкс","Penza provinco","Penza oblast","Penzan alue","Oblast de Penza",NA,NA,"პენზის ოლქი","Oblast Pensa",NA,"Περιφέρεια Πένζα","Penza-chû","מחוז פנזה",NA,"Penzai terület",NA,"Oblast Penza","Cúige Phenza","Oblast di Penza","ペンザ州",NA,"Пенса төгәлң",NA,NA,"Пенза обласьт","펜자 주",NA,"Penzas apgabals","Penzos sritis",NA,NA,"Пензенска област","Wilayah Penza","पेन्झा ओब्लास्त",NA,"Penza oblast","Penza oblast","Penza oblast","Пензæйы облæст","Penza Oblast","استان پنزا","Obwód penzeński","Oblast de Penza","Regiunea Penza","Пензенская область","Пенза уобалаһа","Penza Oblast","Пензенска област","Penzjanska oblast","Penzianska oblasť","Penzenska oblast","Óblast de Penza",NA,"Penza oblast","Penza Oblast",NA,"Пенза өлкәсе",NA,"Penza Oblastı","Пенза улос","Пензенська область","پینزا اوبلاست",NA,"Penza viloyati",NA,"Penza (tỉnh)","Penza Oblast","Oblast Penza","صوبہ پینزا","Пензенская вобласьць",NA,NA,"Penza_Oblast"
"Oblast Pskov","Pskof-oblast",NA,"بسكوف أوبلاست",NA,"Պսկովի մարզ",NA,"Pskov vilayəti","Псков өлкәһе","Pskov oblasta","Пскоўская вобласць","Pskovska oblast","Псковска област","Província de Pskov","Пскован область","普斯科夫州","Псков облаçĕ","Pskovska oblast","Pskovská oblast","Pskov oblast","Oblast Pskov","Псков вел","Псковонь ёнкс","Pskova provinco","Pihkva oblast","Pihkovan alue","Oblast de Pskov",NA,NA,"ფსკოვის ოლქი","Oblast Pskow",NA,"Περιφέρεια Πσκοφ","Pskov-chû","מחוז פסקוב",NA,"Pszkovi terület",NA,"Oblast Pskov","Cúige Pskov","Oblast di Pskov","プスコフ州","Псков област","Пскова төгәлң",NA,NA,"Псков обласьт","프스코프 주",NA,"Pleskavas apgabals","Pskovo sritis",NA,NA,"Псковска област","Wilayah Pskov","प्स्कोव ओब्लास्त",NA,"Pskov oblast","Pskov oblast","Pskov oblast","Псковы облæст","Pskov Oblast","استان پسکوف","Obwód pskowski","Oblast de Pskov","Regiunea Pskov","Псковская область","Псков уобалаһа","Pskov Oblast","Псковска област","Pskovska oblast","Pskovská oblasť","Pskovska oblast","Óblast de Pskov",NA,"Pskov oblast","Pskov Oblast",NA,"Псков өлкәсе",NA,"Pskov Oblastı",NA,"Псковська область","پسکوف اوبلاست",NA,"Pskov viloyati","Pskovan agj","Pskov (tỉnh)","Pskov Oblast","Oblast Pskov","پسکوو","Пскоўская вобласьць",NA,NA,"Pskov_Oblast"
"Oblast Rostov","Rostof-oblast",NA,"روستوف أوبلاست",NA,"Ռոստովի մարզ",NA,"Rostov vilayəti",NA,"Rostov oblasta","Растоўская вобласць","Rostovska oblast","Ростовска област","Província de Rostov","Ростован область","罗斯托夫州",NA,"Rostovska oblast","Rostovská oblast","Rostov oblast","Oblast Rostov","Ростов вел",NA,"Rostova provinco","Rostovi oblast","Rostovin alue","Oblast de Rostov",NA,"Óblast de Rostov","როსტოვის ოლქი","Oblast Rostow",NA,"Περιφέρεια Ροστόφ","Rostov-chû","מחוז רוסטוב",NA,"Rosztovi terület",NA,"Oblast Rostov","Cúige Rostov","Oblast di Rostov","ロストフ州","Ростов област","Ростова төгәлң",NA,NA,"Ростов обласьт","로스토프 주",NA,"Rostovas apgabals","Rostovo sritis",NA,NA,"Ростовска област","Wilayah Rostov","रोस्तोव ओब्लास्त","Ростов муж","Rostov oblast","Rostov oblast","Rostov oblast","Ростовы облæст","Rostov Oblast","استان روستوف","Obwód rostowski","Oblast de Rostov","Regiunea Rostov","Ростовская область","Ростов уобалаһа","Rostov Oblast","Ростовска област","Rostovska oblast","Rostovská oblasť","Rostovska oblast","Óblast de Rostov",NA,"Rostov oblast","Rostov Oblast",NA,"Ростов өлкәсе",NA,"Rostov Oblastı","Ростов улос","Ростовська область","روستوف اوبلاست",NA,"Rostov viloyati",NA,"Rostov (tỉnh)","Rostov Oblast","Oblast Rostov","روستوو اوبلاست","Растоўская вобласьць",NA,NA,"Rostov_Oblast"
"Oblast Ryazan","Rjazan-oblast",NA,"ريازان أوبلاست",NA,"Ռյազանի մարզ",NA,"Ryazan vilayəti",NA,"Riazan oblasta","Разанская вобласць","Rjazanjska oblast","Рязанска област","Província de Riazan","Рязанан область","梁赞州","Кисан облаçĕ","Rjazanjska oblast","Rjazaňská oblast","Rjasan oblast","Oblast Rjazan","Рязань вел","Рязанень ёнкс","Rjazanja provinco","Rjazani oblast","Rjazanin alue","Oblast de Riazan",NA,NA,"რიაზანის ოლქი","Oblast Rjasan",NA,"Περιφέρεια Ριαζάν","Ryazan-chû","מחוז ריאזאן",NA,"Rjazanyi terület",NA,"Oblast Ryazan","Cúige Ryazan","Oblast di Rjazan","リャザン州","Разан област","Рязана төгәлң",NA,NA,"Рязань обласьт","랴잔 주",NA,"Rjazaņas apgabals","Riazanės sritis",NA,NA,"Рјазанска област","Wilayah Ryazan","रायझन ओब्लास्त","Рязань муж","Rjazan oblast","Rjazan oblast","Rjazan oblast","Рязаны облæст","Ryazan Oblast","استان ریازان","Obwód riazański","Oblast de Riazan","Regiunea Riazan","Рязанская область","Рязань уобалаһа","Ryazan Oblast","Рјазањска област","Rjazanjska oblast","Riazanská oblasť","Rjazanska oblast","Óblast de Riazán",NA,"Rjazan oblast","Ryazan Oblast","ரயாசன் ஒப்லாஸ்து","Рәзән өлкәсе",NA,"Ryazan Oblastı",NA,"Рязанська область","ریازان اوبلاست",NA,"Ryazan viloyati",NA,"Ryazan (tỉnh)","Ryazan Oblast","Oblast Ryazan","ریازان اوبلاست","Разанская вобласьць",NA,NA,"Ryazan_Oblast"
"Oblast Sakhalin","Sachalin-oblast",NA,"ساخالين أوبلاست",NA,"Սախալինի մարզ",NA,"Saxalin vilayəti","Сахалин өлкәһе","Sakhalin oblasta","Сахалінская вобласць","Sahalinska oblast","Сахалинска област","Província de Sakhalín","Сахалинан область","萨哈林州","Сахалин облаçĕ","Sahalinska oblast","Sachalinská oblast","Sakhalin oblast","Oblast Sachalin","Сахалин вел","Сахалинэнь ёнкс","Saĥalena provinco","Sahhalini oblast","Sahalinin alue","Oblast de Sakhaline",NA,NA,"სახალინის ოლქი","Oblast Sachalin",NA,"Περιφέρεια Σαχαλίνης","Sakhalin-chû","מחוז סחלין",NA,"Szahalini terület","Sakalínfylki","Oblast Sakhalin","Cúige Shakhalin","Oblast di Sachalin","サハリン州",NA,"Сахалина төгәлң",NA,NA,"Сахалин обласьт","사할린 주","Regio Sachalinensis","Sahalīnas apgabals","Sachalino sritis",NA,NA,"Сахалинска област","Wilayah Sakhalin","साखालिन ओब्लास्त","Сахалин муж","Sachalin oblast","Sakhalin oblast","Sakhalin oblast","Сахалины облæст","Sakhalin Oblast","استان ساخالین","Obwód sachaliński","Oblast de Sacalina","Regiunea Sahalin","Сахалинская область","Сахалиин уобалаһа","Sakhalin Oblast","Сахалинска област","Sahalinska oblast","Sachalinská oblasť","Sahalinska oblast","Óblast de Sajalín",NA,"Sachalin oblast","Sakhalin Oblast",NA,"Сахалин өлкәсе",NA,"Sahalin Oblastı",NA,"Сахалінська область","سخالن اوبلاست",NA,"Saxalin viloyati",NA,"Sakhalin (tỉnh)","Sakhalin Oblast","Oblast Sakhalin","سخالین اوبلاست","Сахалінская вобласьць",NA,NA,"Sakhalin_Oblast"
"Oblast Samara","Samara-oblast",NA,"سمارا أوبلاست",NA,"Սամարայի մարզ",NA,"Samara vilayəti","Һамар өлкәһе","Samara oblasta","Самарская вобласць","Samarska oblast","Самарска област","Província de Samara","Самаран область","萨马拉州","Самар облаçĕ","Samarska oblast","Samarská oblast","Samara oblast","Oblast Samara","Самаре вел","Самара ёнкс","Samara provinco (Rusio)","Samara oblast","Samaran alue","Oblast de Samara",NA,NA,"სამარის ოლქი","Oblast Samara",NA,"Περιφέρεια Σαμάρα",NA,"מחוז סמרה","समारा ओब्लास्त","Szamarai terület",NA,"Oblast Samara","Cúige Shamara","Oblast di Samara","サマラ州",NA,"Самара төгәлң",NA,NA,"Самара обласьт","사마라 주","Regio Samarensis","Samaras apgabals","Samaros sritis",NA,NA,"Самарска област","Wilayah Samara","समारा ओब्लास्त",NA,"Samara oblast","Samara oblast","Samara oblast","Самарæйы облæст","Samara Oblast","استان سامارا","Obwód samarski","Oblast de Samara","Regiunea Samara","Самарская область","Самара уобалаһа","Samara Oblast","Самарска област","Samarska oblast","Samarská oblasť","Samarska oblast","Óblast de Samara",NA,"Samara oblast","Samara Oblast",NA,"Самара өлкәсе",NA,"Samara Oblastı","Самара улос","Самарська область","سمارا اوبلاست",NA,"Samara viloyati",NA,"Samara (tỉnh)","Samara Oblast","Oblast Samara","سمارا اوبلاست","Самарская вобласьць","Самара можо",NA,"Samara_Oblast"
"Oblast Saratov","Saratof-oblast",NA,"ساراتوف أوبلاست",NA,"Սարատովի մարզ",NA,"Saratov vilayəti",NA,"Saratov oblasta","Саратаўская вобласць","Saratovska oblast","Саратовска област","Província de Saràtov","Саратован область","萨拉托夫州","Сарăту облаçĕ","Saratovska oblast","Saratovská oblast","Saratov oblast","Oblast Saratov","Саратов вел","Саратов ёнкс","Saratova provinco","Saratovi oblast","Saratovin alue","Oblast de Saratov",NA,NA,"სარატოვის ოლქი","Oblast Saratow",NA,"Περιφέρεια Σαράτοφ","Saratov-chû","מחוז סראטוב",NA,"Szaratovi terület",NA,"Oblast Saratov","Cúige Sharatov","Oblast di Saratov","サラトフ州",NA,"Саратова төгәлң",NA,NA,"Саратов обласьт","사라토프 주","Regio Saratoviensis","Saratovas apgabals","Saratovo sritis",NA,NA,"Саратовска област","Wilayah Saratov","सारातोव ओब्लास्त",NA,"Saratov oblast","Saratov oblast","Saratov oblast","Саратовы облæст","Saratov Oblast","استان ساراتوف","Obwód saratowski","Oblast de Saratov","Regiunea Saratov","Саратовская область","Саратов уобалаһа","Saratov Oblast","Саратовска област","Saratovska oblast","Saratovská oblasť","Saratovska oblast","Óblast de Sarátov",NA,"Saratov oblast","Saratov Oblast",NA,"Сарытау өлкәсе",NA,"Saratov Oblastı","Саратов улос","Саратовська область","ساراتوو اوبلاست",NA,"Saratov viloyati",NA,"Saratov (tỉnh)","Saratov Oblast","Oblast Saratov","ساراتوو","Саратаўская вобласьць",NA,NA,"Saratov_Oblast"
"Oblast Smolensk","Smolensk-oblast",NA,"سمولينسك أوبلاست",NA,"Սմոլենսկի մարզ",NA,"Smolensk vilayəti",NA,"Smolensk oblasta","Смаленская вобласць","Smolenska oblast","Смоленска област","Província de Smolensk","Смоленскан область","斯摩棱斯克州","Смулен облаçĕ","Smolenska oblast","Smolenská oblast","Smolensk oblast","Oblast Smolensk","Смоленск вел","Смоленэнь ёнкс","Smolenska provinco","Smolenski oblast","Smolenskin alue","Oblast de Smolensk",NA,NA,"სმოლენსკის ოლქი","Oblast Smolensk",NA,"Περιφέρεια Σμολένσκ","Smolensk-chû","מחוז סמולנסק",NA,"Szmolenszki terület",NA,"Oblast Smolensk","Cúige Smolensk","Oblast di Smolensk","スモレンスク州","Смоленск област",NA,NA,NA,"Смоленск обласьт","스몰렌스크 주","Regio Smolenscensis","Smoļenskas apgabals","Smolensko sritis",NA,NA,"Смоленска област","Wilayah Smolensk","स्मोलेन्स्क ओब्लास्त",NA,"Smolensk oblast","Smolensk oblast","Smolensk oblast","Смоленсчы облæст",NA,"استان اسمولنسک","Obwód smoleński","Oblast de Smolensk","Regiunea Smolensk","Смоленская область","Смоленскай уобалас","Smolensk Oblast","Смоленска област","Smolenska oblast","Smolenská oblasť","Smolenska oblast","Óblast de Smolensk",NA,"Smolensk oblast","Smolensk Oblast",NA,"Смоленск өлкәсе",NA,"Smolensk Oblastı",NA,"Смоленська область","سمولنسک اوبلاست",NA,"Smolensk viloyati",NA,"Smolensk (tỉnh)","Smolensk Oblast","Oblast Smolensk","صوبہ سمولنسک","Смаленская вобласьць","Смоленск можо",NA,"Smolensk_Oblast"
"Oblast Sverdlovsk","Swerdlofsk-oblast",NA,"أوبلاست سفردلوسك",NA,"Սվերդլովսկի մարզ",NA,"Sverdlovsk vilayəti","Свердловск өлкәһе","Sverdlovsk oblasta","Свярдлоўская вобласць","Sverdlovska oblast","Свердловска област","Província de Sverdlovsk","Свердловскан область","斯維爾德洛夫斯克州","Свердловск облаçĕ","Sverdlovska oblast","Sverdlovská oblast","Sverdlovsk oblast","Oblast Sverdlovsk","Свердловск вел","Свердловонь ёнкс","Sverdlovska provinco","Sverdlovski oblast","Sverdlovskin alue","Oblast de Sverdlovsk",NA,NA,"სვერდლოვსკის ოლქი","Oblast Swerdlowsk",NA,"Περιφέρεια Σβερντλόφσκ","Sverdlovsk-chû","מחוז סברדלובסק",NA,"Szverdlovszki terület",NA,"Oblast Sverdlovsk","Cúige Sverdlovsk","Oblast di Sverdlovsk","スヴェルドロフスク州",NA,"Свердлова төгәлң",NA,"Свердловск облысы","Свердловск обласьт","스베르들롭스크 주",NA,"Sverdlovskas apgabals","Sverdlovsko sritis",NA,NA,"Свердловска област","Wilayah Sverdlovsk","स्वेर्दलोव्स्क ओब्लास्त",NA,"Sverdlovsk oblast","Sverdlovsk oblast","Sverdlovsk oblast","Свердловсчы облæст",NA,"استان سوردلوفسک","Obwód swierdłowski","Oblast de Sverdlovsk","Regiunea Sverdlovsk","Свердловская область","Свердловскай уобалас","Sverdlovsk Oblast","Свердловска област","Sverdlovska oblast","Sverdlovská oblasť","Sverdlovska oblast","Óblast de Sverdlovsk",NA,"Sverdlovsk oblast","Sverdlovsk Oblast",NA,"Свердловск өлкәсе",NA,"Sverdlovsk Oblastı","Свердловск улос","Свердловська область","سوردلووسک اوبلاست",NA,"Sverdlovsk viloyati",NA,"Sverdlovsk (tỉnh)","Sverdlovsk Oblast","Oblast Sverdlovsk","سوردلووسک","Сьвярдлоўская вобласьць",NA,NA,"Sverdlovsk_Oblast"
"Oblast Tambov","Tambof-oblast",NA,"تامبوف أوبلاست",NA,"Տամբովի մարզ",NA,"Tambov vilayəti",NA,"Tambov oblasta","Тамбоўская вобласць","Tambovska oblast","Тамбовска област","Província de Tambov","Тамбован область","坦波夫州","Тамбов облаçĕ","Tambovska oblast","Tambovská oblast","Tambov oblast","Oblast Tambov","Тамбов вел","Томбамонь ёнкс","Tambova provinco","Tambovi oblast","Tambovin alue","Oblast de Tambov",NA,NA,"ტამბოვის ოლქი","Oblast Tambow",NA,"Περιφέρεια Ταμπόφ",NA,"מחוז טמבוב",NA,"Tambovi terület",NA,"Oblast Tambov","Cúige Thambov","Oblast di Tambov","タンボフ州","Тамбов област","Тамбова төгәлң",NA,NA,"Тамбов обласьт","탐보프 주",NA,"Tambovas apgabals","Tambovo sritis",NA,NA,"Тамбовска област","Wilayah Tambov","तांबोव ओब्लास्त",NA,"Tambov oblast","Tambov oblast","Tambov oblast","Тамбовы облæст",NA,"استان تامبوف","Obwód tambowski","Oblast de Tambov","Regiunea Tambov","Тамбовская область","Тамбов уобалаһа","Tambov Oblast","Тамбовска област","Tambovska oblast","Tambovská oblasť","Tambovska oblast","Óblast de Tambov",NA,"Tambov oblast","Tambov Oblast",NA,"Тамбов өлкәсе",NA,"Tambov Oblastı",NA,"Тамбовська область","تیمبوف اوبلاست",NA,"Tambov viloyati",NA,"Tambov (tỉnh)","Tambov Oblast","Oblast Tambov","تمبوو","Тамбоўская вобласьць",NA,NA,"Tambov_Oblast"
"Oblast Tomsk","Tomsk-oblast",NA,"تومسك أوبلاست",NA,NA,NA,"Tomsk vilayəti","Томск өлкәһе","Tomsk oblasta","Томская вобласць","Tomska oblast","Томска област","Província de Tomsk","Томскан область","托木斯克州","Томск облаçĕ","Tomska oblast","Tomská oblast","Tomsk oblast","Oblast Tomsk","Томск вел",NA,"Tomska provinco","Tomski oblast","Tomskin alue","Oblast de Tomsk",NA,NA,"ტომსკის ოლქი","Oblast Tomsk",NA,"Περιφέρεια Τομσκ",NA,"מחוז טומסק",NA,"Tomszki terület",NA,"Oblast Tomsk","Cúige Thomsk","Oblast di Tomsk","トムスク州",NA,"Томин төгәлң",NA,NA,"Томск обласьт","톰스크 주",NA,"Tomskas apgabals","Tomsko sritis",NA,NA,"Томска област","Wilayah Tomsk","तोम्स्क ओब्लास्त",NA,"Tomsk oblast","Tomsk oblast","Tomsk oblast","Томсчы облæст",NA,"استان تومسک","Obwód tomski","Oblast de Tomsk","Regiunea Tomsk","Томская область","Томскай уобалас","Tomsk Oblast","Томска област","Tomska oblast","Tomská oblasť","Tomska oblast","Óblast de Tomsk",NA,"Tomsk oblast","Tomsk Oblast",NA,"Томск өлкәсе",NA,"Tomsk Oblastı","Томск улос","Томська область","تومسک اوبلاست",NA,"Tomsk viloyati",NA,"Tomsk (tỉnh)","Tomsk Oblast","Oblast Tomsk","تومسک","Томская вобласьць",NA,NA,"Tomsk_Oblast"
"Oblast Tula","Toela-oblast",NA,"تولا أوبلاست",NA,NA,NA,"Tula vilayəti","Тула өлкәһе","Tula oblasta","Тульская вобласць","Tulska oblast","Тулска област","Província de Tula","Тулан область","图拉州","Тулă облаçĕ","Tulska oblast","Tulská oblast","Tula oblast","Oblast Toela","Туло вел","Тулань ёнкс","Tula provinco","Tula oblast","Tulan alue","Oblast de Toula",NA,NA,"ტულის ოლქი","Oblast Tula",NA,"Περιφέρεια Τούλα","Tula-chû","מחוז טולה",NA,"Tulai terület",NA,"Oblast Tula","Cúige Thula","Oblast di Tula","トゥーラ州","Тулэ област","Тула төгәлң",NA,NA,"Тула обласьт","툴라 주",NA,"Tulas apgabals","Tulos sritis",NA,NA,"Тулска област","Wilayah Tula","तुला ओब्लास्त","Тула муж","Tula oblast","Tula oblast","Tula oblast","Тулæйы облæст",NA,"استان تولا","Obwód tulski","Oblast de Tula","Regiunea Tula","Тульская область","Туула уобалаһа","Tula Oblast","Тулска област","Tulska oblast","Tulská oblasť","Tulska oblast","Óblast de Tula",NA,"Tula oblast","Tula Oblast","தூலா வட்டாரம்","Тула өлкәсе",NA,"Tula Oblastı",NA,"Тульська область","تولا اوبلاست",NA,"Tula viloyati",NA,"Tula (tỉnh)","Tula Oblast","Oblast Tula","تولا","Тульская вобласьць",NA,NA,"Tula_Oblast"
"Oblast Tver","Twer-oblast",NA,"تفير أوبلاست",NA,"Տվերի մարզ",NA,"Tver vilayəti","Тверь өлкәһе","Tver oblasta","Цвярская вобласць","Tverska oblast","Тверска област","Província de Tver","Тверан область","特维尔州","Тĕвер облаçĕ","Tverska oblast","Tverská oblast","Tver oblast","Oblast Tver","Тверь вел","Тверень ёнкс","Tverja provinco","Tveri oblast","Tverin alue","Oblast de Tver",NA,NA,"ტვერის ოლქი","Oblast Twer",NA,"Περιφέρεια Τβερ","Tver-chû","מחוז טבר","त्वेर ओब्लास्ट","Tveri terület",NA,"Oblast Tver","Cúige Tver","Oblast di Tver","トヴェリ州","Твер област","Тверә төгәлң",NA,NA,"Тверь обласьт","트베리 주","Regio Tueriensis","Tveras apgabals","Tverės sritis",NA,NA,"Тверска област","Wilayah Tver","त्वेर ओब्लास्त","Тверь муж","Tver oblast","Tver oblast","Tver oblast","Тверы облæст",NA,"استان تور","Obwód twerski","Oblast de Tver","Regiunea Tver","Тверская область","Тверь уобалаһа","Tver Oblast","Тверска област","Tverska oblast","Tverská oblasť","Tverska oblast","Óblast de Tver",NA,"Tver oblast","Tver Oblast",NA,"Тверь өлкәсе",NA,"Tver Oblastı",NA,"Тверська область","توور اوبلاست",NA,"Tver viloyati","Tverin agj","Tver (tỉnh)","Tver Oblast","Oblast Tver","صوبہ توور","Цьвярская вобласьць",NA,NA,"Tver_Oblast"
"Oblast Tyumen","Tjoemen-oblast",NA,"تيومين أوبلاست",NA,NA,NA,"Tümen vilayəti","Төмән өлкәһе","Tiumen oblasta","Цюменская вобласць","Tjumenjska oblast","Тюменска област","Província de Tiumén","Тюменан область","秋明州","Тĕмен облаçĕ","Tjumenjska oblast","Ťumeňská oblast","Tjumen oblast","Oblast Tjoemen","Тюмень вел","Тюменень ёнкс","Tjumena provinco","Tjumeni oblast","Tjumenin alue","Oblast de Tioumen",NA,NA,"ტიუმენის ოლქი","Oblast Tjumen",NA,"Περιφέρεια Τιουμέν","Tyumen-chû","מחוז טיומן",NA,"Tyumenyi terület",NA,"Oblast Tyumen","Cúige Tyumen","Oblast di Tjumen","チュメニ州",NA,"Түмнә төгәлң",NA,"Түмен облысы","Тюмень обласьт","튜멘 주",NA,"Tjumeņas apgabals","Tiumenės sritis",NA,NA,"Тјуменска област","Wilayah Tyumen","त्युमेन ओब्लास्त",NA,NA,"Tjumen oblast","Tjumen oblast","Тюмены облæст",NA,"استان تیومن","Obwód tiumeński","Oblast de Tiumen","Regiunea Tiumen","Тюменская область","Тюмень уобалаһа","Tyumen Oblast","Тјуменска област","Tjumenjska oblast","Ťumenská oblasť","Tjumenska oblast","Óblast de Tiumén",NA,"Tiumen oblast","Tyumen Oblast",NA,"Төмән өлкәсе",NA,"Tümen Oblastı",NA,"Тюменська область","تیومن اوبلاست",NA,"Tyumen viloyati",NA,"Tyumen (tỉnh)","Tyumen Oblast","Oblast Tyumen","تیومن","Цюменская вобласьць",NA,NA,"Tyumen_Oblast"
